landing_site,fishing_date,fishing_ground,english_name,scientific_name,group,tl,fl,wt,area
Wete,2024-05-28,Chundo Milangni Kaskazini,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,71,7,Zanzibar
Deep Sea,NA,Wamba,Yellowfin Tuna,Thunnus albacares,Tuna,NA,79,8.4,Mainland
Deep Sea,NA,Wamba,Yellowfin Tuna,Thunnus albacares,Tuna,NA,80,9.4,Mainland
Feri,2024-05-25,Majomvi,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,67,6,Mainland
Feri,2024-05-25,Majomvi,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,68,5,Mainland
Feri,2024-05-25,Majomvi,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,72,6,Mainland
Feri,2024-05-25,Majomvi,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,68,5,Mainland
Feri,2024-05-25,Majomvi,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,63,5,Mainland
Feri,2024-05-25,Majomvi,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,56,4,Mainland
Feri,2024-05-25,Majomvi,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,57,4,Mainland
Feri,2024-05-25,Majomvi,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,58,4,Mainland
Feri,2024-05-25,Majomvi,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,65,5,Mainland
Feri,2024-05-25,Majomvi,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,66,5,Mainland
Deep Sea,2024-06-20,Mwamba Nyama,Yellowfin Tuna,Thunnus albacares,Tuna,NA,53,2.1,Mainland
Wete,NA,Chundo Milangni Kaskazini,Bigeye Tuna,Thunnus obesus,Tuna,NA,53,2,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,99,20,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,105,20,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,99,20,Zanzibar
Wete,NA,Kundeni Chini,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,61,3,Zanzibar
Jimbiza,NA,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,65,4.3,Mainland
Jimbiza,NA,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,64,4,Mainland
Jimbiza,NA,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,58,4,Mainland
Jimbiza,NA,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,58,3.9,Mainland
Jimbiza,2024-07-13,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,52,3,Mainland
Jimbiza,2024-07-13,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,58,4,Mainland
Jimbiza,2024-07-13,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,62,4,Mainland
Jimbiza,2024-07-13,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,68,5,Mainland
Deep Sea,NA,Wamba,Yellowfin Tuna,Thunnus albacares,Tuna,NA,82,10.1,Mainland
Deep Sea,NA,Wamba,Yellowfin Tuna,Thunnus albacares,Tuna,NA,80,8,Mainland
Deep Sea,NA,Wamba,Yellowfin Tuna,Thunnus albacares,Tuna,NA,79,8.3,Mainland
Deep Sea,NA,Wamba,Yellowfin Tuna,Thunnus albacares,Tuna,NA,83,10.7,Mainland
Deep Sea,NA,Wamba,Yellowfin Tuna,Thunnus albacares,Tuna,NA,61,5.6,Mainland
Deep Sea,2024-07-13,Mwamba Nyama,Yellowfin Tuna,Thunnus albacares,Tuna,NA,72,5.7,Mainland
Deep Sea,2024-07-13,Mwamba Nyama,Yellowfin Tuna,Thunnus albacares,Tuna,NA,81,10.4,Mainland
Deep Sea,2024-07-13,Mwamba Nyama,Yellowfin Tuna,Thunnus albacares,Tuna,NA,105,17.6,Mainland
Deep Sea,2024-07-13,Mwamba Nyama,Yellowfin Tuna,Thunnus albacares,Tuna,NA,86,9.8,Mainland
Deep Sea,2024-07-13,Mwamba Nyama,Yellowfin Tuna,Thunnus albacares,Tuna,NA,87,11.4,Mainland
Jimbiza,2024-07-16,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,65,4,Mainland
Jimbiza,2024-07-16,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,65,4,Mainland
Jimbiza,2024-07-16,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,64,4,Mainland
Jimbiza,2024-07-16,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,78,7,Mainland
Jimbiza,2024-07-16,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,52,3,Mainland
Jimbiza,2024-07-16,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,55,3.5,Mainland
Jimbiza,2024-07-16,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,64,4,Mainland
Jimbiza,2024-07-16,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,63,4,Mainland
Wete,2024-06-16,Chundo Milangni Kaskazini,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,63,3,Zanzibar
Deep Sea,2024-06-20,Chundo Milangoni Kaskazini,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,64,3,Mainland
Deep Sea,NA,Mwamba Nyama,Yellowfin Tuna,Thunnus albacares,Tuna,NA,86,10.5,Mainland
Deep Sea,NA,Mwamba Nyama,Yellowfin Tuna,Thunnus albacares,Tuna,NA,83,9.8,Mainland
Deep Sea,NA,Mwamba Nyama,Yellowfin Tuna,Thunnus albacares,Tuna,NA,82,10.7,Mainland
Deep Sea,NA,Mwamba Nyama,Yellowfin Tuna,Thunnus albacares,Tuna,NA,83,9.4,Mainland
Deep Sea,NA,Mwamba Nyama,Yellowfin Tuna,Thunnus albacares,Tuna,NA,80,10.8,Mainland
Deep Sea,NA,Mwamba Nyama,Yellowfin Tuna,Thunnus albacares,Tuna,NA,80,10.8,Mainland
Wete,NA,Chundo Milangni Kaskazini,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,60,3,Zanzibar
Wete,NA,Chundo Milangni Kaskazini,Bigeye Tuna,Thunnus obesus,Tuna,NA,64,4,Zanzibar
Other,NA,EEZ,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,65,3,Mainland
Other,NA,EEZ,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,65,3,Mainland
Other,NA,EEZ,Bigeye Tuna,Thunnus obesus,Tuna,NA,175,15,Mainland
Kunduchi,NA,Kobela 2,Yellowfin Tuna,Thunnus albacares,Tuna,NA,109.2,23,Mainland
Feri,NA,kivale,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,57,4,Mainland
Feri,NA,kivale,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,59,4,Mainland
Feri,NA,kivale,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,63,5,Mainland
Feri,NA,kivale,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,65,5,Mainland
Feri,NA,kivale,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,72,6,Mainland
Feri,NA,kivale,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,70,6,Mainland
Feri,NA,kivale,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,60,5,Mainland
Feri,NA,kivale,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,57,4,Mainland
Feri,NA,Majomvi,Bigeye Tuna,Thunnus obesus,Tuna,NA,77,13,Mainland
Feri,NA,Majomvi,Bigeye Tuna,Thunnus obesus,Tuna,NA,83,15,Mainland
Feri,NA,Majomvi,Bigeye Tuna,Thunnus obesus,Tuna,NA,78,14,Mainland
Feri,NA,Majomvi,Bigeye Tuna,Thunnus obesus,Tuna,NA,86,17,Mainland
Feri,NA,Majomvi,Bigeye Tuna,Thunnus obesus,Tuna,NA,78,13,Mainland
Feri,NA,Majomvi,Bigeye Tuna,Thunnus obesus,Tuna,NA,82,15,Mainland
Feri,NA,Majomvi,Bigeye Tuna,Thunnus obesus,Tuna,NA,79,14,Mainland
Feri,NA,Majomvi,Bigeye Tuna,Thunnus obesus,Tuna,NA,89,15,Mainland
Feri,NA,Majomvi,Bigeye Tuna,Thunnus obesus,Tuna,NA,76,13,Mainland
Feri,NA,Majomvi,Bigeye Tuna,Thunnus obesus,Tuna,NA,80,14,Mainland
Feri,NA,Majomvi,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,53,3,Mainland
Feri,NA,Majomvi,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,56,3,Mainland
Feri,NA,Majomvi,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,55,3,Mainland
Feri,NA,Majomvi,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,60,3,Mainland
Feri,NA,Majomvi,Bigeye Tuna,Thunnus obesus,Tuna,NA,79,14,Mainland
Feri,NA,Majomvi,Bigeye Tuna,Thunnus obesus,Tuna,NA,82,16,Mainland
Feri,NA,Majomvi,Bigeye Tuna,Thunnus obesus,Tuna,NA,160,36,Mainland
Feri,2024-07-25,Bohari,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,56,3,Mainland
Feri,2024-07-25,Bohari,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,58,3,Mainland
Feri,2024-07-25,Bohari,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,57,3,Mainland
Feri,2024-07-25,Bohari,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,54,3,Mainland
Feri,2024-07-25,Bohari,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,54,3,Mainland
Feri,2024-07-25,Bohari,Bigeye Tuna,Thunnus obesus,Tuna,NA,76,12,Mainland
Feri,2024-07-25,Bohari,Bigeye Tuna,Thunnus obesus,Tuna,NA,79,13,Mainland
Feri,2024-07-25,Bohari,Bigeye Tuna,Thunnus obesus,Tuna,NA,84,16,Mainland
Feri,2024-07-30,Vyulu 2,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,56,3,Mainland
Feri,2024-07-30,Vyulu 2,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,58,3,Mainland
Feri,2024-07-30,Vyulu 2,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,60,3,Mainland
Feri,2024-07-30,Vyulu 2,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,61,4,Mainland
Feri,2024-07-30,Vyulu 2,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,61,4,Mainland
Feri,2024-07-30,Vyulu 2,Bigeye Tuna,Thunnus obesus,Tuna,NA,76,13,Mainland
Feri,2024-07-30,Vyulu 2,Bigeye Tuna,Thunnus obesus,Tuna,NA,84,16,Mainland
Feri,NA,Bohari,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,54,3,Mainland
Feri,NA,Bohari,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,55,3,Mainland
Feri,NA,Bohari,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,60,3,Mainland
Feri,NA,Bohari,Bigeye Tuna,Thunnus obesus,Tuna,NA,79,13,Mainland
Feri,NA,Bohari,Bigeye Tuna,Thunnus obesus,Tuna,NA,87,15,Mainland
Feri,NA,Bohari,Bigeye Tuna,Thunnus obesus,Tuna,NA,92,22,Mainland
Feri,NA,Bohari,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,58,3,Mainland
Feri,NA,Bohari,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,56,3,Mainland
Feri,NA,Bohari,Bigeye Tuna,Thunnus obesus,Tuna,NA,79,13,Mainland
Feri,NA,Bohari,Bigeye Tuna,Thunnus obesus,Tuna,NA,85,17,Mainland
Feri,NA,Bohari,Bigeye Tuna,Thunnus obesus,Tuna,NA,107,13,Mainland
Feri,2024-08-13,Vyulu 2,Bigeye Tuna,Thunnus obesus,Tuna,NA,84,14,Mainland
Feri,2024-08-13,Vyulu 2,Bigeye Tuna,Thunnus obesus,Tuna,NA,75,12,Mainland
Feri,2024-08-13,Vyulu 2,Bigeye Tuna,Thunnus obesus,Tuna,NA,87,15,Mainland
Feri,2024-08-17,Vyulu 2,Bigeye Tuna,Thunnus obesus,Tuna,NA,75,14,Mainland
Feri,2024-08-17,Vyulu 2,Bigeye Tuna,Thunnus obesus,Tuna,NA,64,12,Mainland
Feri,2024-08-17,Vyulu 2,Bigeye Tuna,Thunnus obesus,Tuna,NA,83,15,Mainland
Feri,2024-08-17,Vyulu 2,Bigeye Tuna,Thunnus obesus,Tuna,NA,74,13,Mainland
Feri,2024-08-17,Vyulu 2,Bigeye Tuna,Thunnus obesus,Tuna,NA,74,13,Mainland
Jimbiza,2024-08-29,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,65,5.1,Mainland
Jimbiza,2024-08-29,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,65,5,Mainland
Jimbiza,2024-08-29,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,65,5.5,Mainland
Jimbiza,2024-08-29,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,65,5.5,Mainland
Wete,2024-08-26,Kashani chini,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,65,3,Zanzibar
Jimbiza,2024-09-23,Lukila,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,57,3.5,Mainland
Jimbiza,2024-09-23,Lukila,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,62,4,Mainland
Jimbiza,2024-09-23,Lukila,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,63,4.2,Mainland
Jimbiza,2024-09-23,Lukila,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,63,4.3,Mainland
Jimbiza,2024-09-23,Lukila,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,64,4.5,Mainland
Nungwi,NA,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,87,15,Zanzibar
Nungwi,NA,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,85,15,Zanzibar
Nungwi,NA,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,89,15,Zanzibar
Nungwi,NA,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,89,15,Zanzibar
Nungwi,NA,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,86,15,Zanzibar
Nungwi,NA,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,87,15,Zanzibar
Nungwi,NA,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,90,18,Zanzibar
Nungwi,NA,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,94,18,Zanzibar
Jimbiza,NA,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,74,7.2,Mainland
Jimbiza,NA,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,74,7.2,Mainland
Jimbiza,NA,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,75,7.3,Mainland
Jimbiza,NA,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,74,7,Mainland
Deep Sea,NA,Mataani,Yellowfin Tuna,Thunnus albacares,Tuna,NA,118,37,Mainland
Deep Sea,NA,Mataani,Yellowfin Tuna,Thunnus albacares,Tuna,NA,129,33,Mainland
Deep Sea,NA,Mataani,Yellowfin Tuna,Thunnus albacares,Tuna,NA,127,23,Mainland
Deep Sea,NA,Mataani,Yellowfin Tuna,Thunnus albacares,Tuna,NA,138,33,Mainland
Jimbiza,NA,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,110,21,Mainland
Jimbiza,NA,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,74,7,Mainland
Jimbiza,NA,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,74,7,Mainland
Jimbiza,NA,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,84,11,Mainland
Deep Sea,2024-11-16,Mwamba Nyama,Yellowfin Tuna,Thunnus albacares,Tuna,NA,116,25,Mainland
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,93,18,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,94,18,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,96,18,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,96,18,Zanzibar
Nungwi,2024-09-19,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,94,7,Zanzibar
Nungwi,2024-09-19,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,94,11,Zanzibar
Nungwi,2024-09-19,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,93,11,Zanzibar
Nungwi,2024-09-19,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,100,12,Zanzibar
Nungwi,2024-09-19,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,96,7,Zanzibar
Nungwi,2024-09-19,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,94,7,Zanzibar
Nungwi,2024-09-19,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,93,7,Zanzibar
Nungwi,2024-09-23,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,71,8,Zanzibar
Nungwi,2024-09-23,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,72,8,Zanzibar
Nungwi,2024-09-23,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,70,8,Zanzibar
Nungwi,2024-10-19,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,73,5,Zanzibar
Nungwi,2024-10-19,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,70,5,Zanzibar
Nungwi,2024-10-19,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,76.9,5,Zanzibar
Nungwi,2024-10-19,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,55,5,Zanzibar
Nungwi,2024-10-19,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,56,5,Zanzibar
Nungwi,2024-10-19,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,59,5,Zanzibar
Nungwi,2024-10-19,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,60,4,Zanzibar
Nungwi,2024-10-19,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,58,4,Zanzibar
Nungwi,2024-10-19,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,57,4,Zanzibar
Nungwi,2024-10-19,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,58,4,Zanzibar
Nungwi,2024-10-19,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,57,4,Zanzibar
Nungwi,2024-10-19,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,57,4,Zanzibar
Nungwi,2024-10-22,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,59,4,Zanzibar
Nungwi,2024-10-26,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,67,5,Zanzibar
Nungwi,2024-10-26,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,52,5,Zanzibar
Nungwi,2024-10-26,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,60,5,Zanzibar
Nungwi,2024-10-26,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,60,5,Zanzibar
Nungwi,2024-10-26,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,54,5,Zanzibar
Wete,NA,Mkondoni,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,52,2,Zanzibar
Nungwi,2024-10-26,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,75,8,Zanzibar
Nungwi,2024-10-26,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,76,8,Zanzibar
Nungwi,2024-10-26,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,99,14,Zanzibar
Nungwi,2024-10-26,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,94,9,Zanzibar
Jimbiza,NA,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,89,16,Mainland
Jimbiza,NA,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,54,3.5,Mainland
Jimbiza,2024-11-18,Mawalani,Yellowfin Tuna,Thunnus albacares,Tuna,NA,72,7,Mainland
Jimbiza,2024-11-18,Mawalani,Yellowfin Tuna,Thunnus albacares,Tuna,NA,73,7.2,Mainland
Jimbiza,2024-11-18,Mawalani,Yellowfin Tuna,Thunnus albacares,Tuna,NA,78,8,Mainland
Jimbiza,2024-11-18,Mawalani,Yellowfin Tuna,Thunnus albacares,Tuna,NA,62,5,Mainland
Wete,NA,Kijamba Pemba,Yellowfin Tuna,Thunnus albacares,Tuna,NA,133,33,Zanzibar
Jimbiza,NA,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,108,21,Mainland
Jimbiza,NA,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,74,7,Mainland
Jimbiza,NA,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,83,10,Mainland
Jimbiza,NA,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,68,6.5,Mainland
Jimbiza,NA,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,74,7.5,Mainland
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,97,18,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,100,20,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,97,18,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,81,15,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,77,20,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,72,15,Zanzibar
Nungwi,NA,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,67,5,Zanzibar
Nungwi,NA,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,69,5,Zanzibar
Nungwi,NA,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,69,5,Zanzibar
Nungwi,NA,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,67,5,Zanzibar
Jimbiza,NA,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,85,12,Mainland
Jimbiza,NA,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,73,7,Mainland
Jimbiza,NA,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,86,10,Mainland
Jimbiza,NA,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,85,10,Mainland
Jimbiza,NA,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,74,7,Mainland
Jimbiza,2024-12-13,Mawalani,Yellowfin Tuna,Thunnus albacares,Tuna,NA,84,11,Mainland
Jimbiza,2024-12-13,Mawalani,Yellowfin Tuna,Thunnus albacares,Tuna,NA,86,12,Mainland
Jimbiza,2025-02-15,Lwanje,Yellowfin Tuna,Thunnus albacares,Tuna,NA,107,20,Mainland
Jimbiza,2025-02-15,Lwanje,Yellowfin Tuna,Thunnus albacares,Tuna,NA,107,21,Mainland
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,81,7,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,81,7,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,75,7,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,75,7,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,79,7,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,73,7,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,69,6,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,63,6,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,60,6,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,79,5,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,77,5,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,80,5,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,77,5,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,76,5,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,75,5,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,75,5,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,70,5,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,73,5,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,73,5,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,66,5,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,66,5,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,66,5,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,63,5,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,75,7,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,80,7,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,70,7,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,71,5,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,70,5,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,73,5,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,73,5,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,67,5,Zanzibar
